filepath_original,filepath_quarantine,split,class,reason
data/raw/train/pneumonia/pneumonia-5187.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-5187.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.12)
data/raw/train/pneumonia/pneumonia-3518.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-3518.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.06)
data/raw/train/pneumonia/pneumonia-2693.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-2693.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.90)
data/raw/train/pneumonia/pneumonia-1434.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-1434.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (1.96)
data/raw/train/pneumonia/pneumonia-4648.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-4648.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (1.98)
data/raw/train/pneumonia/pneumonia-1673.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-1673.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (1.96)
data/raw/train/pneumonia/pneumonia-2674.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-2674.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (1.99)
data/raw/train/pneumonia/pneumonia-4142.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-4142.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.20)
data/raw/train/pneumonia/pneumonia-3676.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-3676.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.61)
data/raw/train/pneumonia/pneumonia-4141.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-4141.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.17)
data/raw/train/pneumonia/pneumonia-1136.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-1136.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.11)
data/raw/train/pneumonia/pneumonia-3297.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-3297.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.59)
data/raw/train/pneumonia/pneumonia-1396.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-1396.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.42)
data/raw/train/pneumonia/pneumonia-683.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-683.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (1.96)
data/raw/train/pneumonia/pneumonia-2823.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-2823.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.02)
data/raw/train/pneumonia/pneumonia-1810.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-1810.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.00)
data/raw/train/pneumonia/pneumonia-1182.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-1182.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.01)
data/raw/train/pneumonia/pneumonia-4862.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-4862.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.17)
data/raw/train/pneumonia/pneumonia-3720.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-3720.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (3.38)
data/raw/train/pneumonia/pneumonia-3599.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-3599.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.10)
data/raw/train/pneumonia/pneumonia-780.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-780.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.08)
data/raw/train/pneumonia/pneumonia-903.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-903.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (1.97)
data/raw/train/pneumonia/pneumonia-2455.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-2455.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.49)
data/raw/train/pneumonia/pneumonia-2281.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-2281.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (1.97)
data/raw/train/pneumonia/pneumonia-1096.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-1096.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.02)
data/raw/train/pneumonia/pneumonia-3612.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-3612.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (3.02)
data/raw/train/pneumonia/pneumonia-2118.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-2118.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (1.97)
data/raw/train/pneumonia/pneumonia-3819.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-3819.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.18)
data/raw/train/pneumonia/pneumonia-2682.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-2682.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.47)
data/raw/train/pneumonia/pneumonia-1558.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-1558.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.29)
data/raw/train/pneumonia/pneumonia-4973.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-4973.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (1.96)
data/raw/train/pneumonia/pneumonia-3834.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-3834.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.04)
data/raw/train/pneumonia/pneumonia-4351.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-4351.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (1.97)
data/raw/train/pneumonia/pneumonia-841.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-841.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (1.99)
data/raw/train/pneumonia/pneumonia-2679.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-2679.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.00)
data/raw/train/pneumonia/pneumonia-3411.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-3411.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.14)
data/raw/train/pneumonia/pneumonia-5143.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-5143.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (3.27)
data/raw/train/pneumonia/pneumonia-1485.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-1485.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.93)
data/raw/train/pneumonia/pneumonia-766.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-766.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.49)
data/raw/train/pneumonia/pneumonia-3887.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-3887.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.18)
data/raw/train/pneumonia/pneumonia-4002.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-4002.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (1.97)
data/raw/train/pneumonia/pneumonia-4549.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-4549.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.59)
data/raw/train/pneumonia/pneumonia-4562.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-4562.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.15)
data/raw/train/pneumonia/pneumonia-3419.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-3419.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (1.96)
data/raw/train/pneumonia/pneumonia-3722.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-3722.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.10)
data/raw/train/pneumonia/pneumonia-2378.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-2378.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (1.97)
data/raw/train/pneumonia/pneumonia-2147.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-2147.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (1.95)
data/raw/train/pneumonia/pneumonia-4888.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-4888.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.00)
data/raw/train/pneumonia/pneumonia-3437.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-3437.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.49)
data/raw/train/pneumonia/pneumonia-3663.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-3663.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.03)
data/raw/train/pneumonia/pneumonia-1993.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-1993.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.37)
data/raw/train/pneumonia/pneumonia-2630.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-2630.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.16)
data/raw/train/pneumonia/pneumonia-3219.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-3219.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.05)
data/raw/train/pneumonia/pneumonia-3755.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-3755.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.16)
data/raw/train/pneumonia/pneumonia-4320.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-4320.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (1.97)
data/raw/train/pneumonia/pneumonia-4715.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-4715.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.04)
data/raw/train/pneumonia/pneumonia-3565.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-3565.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (1.97)
data/raw/train/pneumonia/pneumonia-674.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-674.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.15)
data/raw/train/pneumonia/pneumonia-2342.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-2342.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.15)
data/raw/train/pneumonia/pneumonia-4398.jpg,data/quarantine/flagged/train/pneumonia/pneumonia-4398.jpg,train,pneumonia,Filtered: Abnormal Aspect Ratio (2.22)
data/raw/train/tuberculosis/tuberculosis-7457.jpg,data/quarantine/corrupted/train/tuberculosis/tuberculosis-7457.jpg,train,tuberculosis,Error: Image is blank or near-uniform (std=1.76)
data/raw/train/tuberculosis/tuberculosis-8996.jpg,data/quarantine/flagged/train/tuberculosis/tuberculosis-8996.jpg,train,tuberculosis,Filtered: X-ray area too small (0.15)
data/raw/train/tuberculosis/tuberculosis-5973.jpg,data/quarantine/flagged/train/tuberculosis/tuberculosis-5973.jpg,train,tuberculosis,Filtered: X-ray area too small (0.14)
