filepath_original,filepath_processed,split,class,source_dataset
data/raw/train/normal/normal-4881.jpg,data/processed/train/normal/normal-4881.png,train,normal,unknown
data/raw/train/normal/normal-1177.jpg,data/processed/train/normal/normal-1177.png,train,normal,unknown
data/raw/train/normal/normal-4864.jpg,data/processed/train/normal/normal-4864.png,train,normal,unknown
data/raw/train/normal/normal-1210.jpg,data/processed/train/normal/normal-1210.png,train,normal,unknown
data/raw/train/normal/normal-6166.jpg,data/processed/train/normal/normal-6166.png,train,normal,unknown
data/raw/train/normal/normal-2023.jpg,data/processed/train/normal/normal-2023.png,train,normal,unknown
data/raw/train/normal/normal-7411.jpg,data/processed/train/normal/normal-7411.png,train,normal,unknown
data/raw/train/normal/normal-1419.jpg,data/processed/train/normal/normal-1419.png,train,normal,unknown
data/raw/train/normal/normal-1762.jpg,data/processed/train/normal/normal-1762.png,train,normal,unknown
data/raw/train/normal/normal-6842.jpg,data/processed/train/normal/normal-6842.png,train,normal,unknown
data/raw/train/normal/normal-1775.jpg,data/processed/train/normal/normal-1775.png,train,normal,unknown
data/raw/train/normal/normal-2685.jpg,data/processed/train/normal/normal-2685.png,train,normal,unknown
data/raw/train/normal/normal-7253.jpg,data/processed/train/normal/normal-7253.png,train,normal,unknown
data/raw/train/normal/normal-7900.jpg,data/processed/train/normal/normal-7900.png,train,normal,unknown
data/raw/train/normal/normal-6465.jpg,data/processed/train/normal/normal-6465.png,train,normal,unknown
data/raw/train/normal/normal-5607.jpg,data/processed/train/normal/normal-5607.png,train,normal,unknown
data/raw/train/normal/normal-7043.jpg,data/processed/train/normal/normal-7043.png,train,normal,unknown
data/raw/train/normal/normal-6870.jpg,data/processed/train/normal/normal-6870.png,train,normal,unknown
data/raw/train/normal/normal-4259.jpg,data/processed/train/normal/normal-4259.png,train,normal,unknown
data/raw/train/normal/normal-6595.jpg,data/processed/train/normal/normal-6595.png,train,normal,unknown
data/raw/train/normal/normal-7336.jpg,data/processed/train/normal/normal-7336.png,train,normal,unknown
data/raw/train/normal/normal-7934.jpg,data/processed/train/normal/normal-7934.png,train,normal,unknown
data/raw/train/normal/normal-2764.jpg,data/processed/train/normal/normal-2764.png,train,normal,unknown
data/raw/train/normal/normal-2383.jpg,data/processed/train/normal/normal-2383.png,train,normal,unknown
data/raw/train/normal/normal-7997.jpg,data/processed/train/normal/normal-7997.png,train,normal,unknown
data/raw/train/normal/normal-6527.jpg,data/processed/train/normal/normal-6527.png,train,normal,unknown
data/raw/train/normal/normal-3593.jpg,data/processed/train/normal/normal-3593.png,train,normal,unknown
data/raw/train/normal/normal-6995.jpg,data/processed/train/normal/normal-6995.png,train,normal,unknown
data/raw/train/normal/normal-3274.jpg,data/processed/train/normal/normal-3274.png,train,normal,unknown
data/raw/train/normal/normal-4421.jpg,data/processed/train/normal/normal-4421.png,train,normal,unknown
data/raw/train/normal/normal-5034.jpg,data/processed/train/normal/normal-5034.png,train,normal,unknown
data/raw/train/normal/normal-4105.jpg,data/processed/train/normal/normal-4105.png,train,normal,unknown
data/raw/train/normal/normal-3311.jpg,data/processed/train/normal/normal-3311.png,train,normal,unknown
data/raw/train/normal/normal-7645.jpg,data/processed/train/normal/normal-7645.png,train,normal,unknown
data/raw/train/normal/normal-4614.jpg,data/processed/train/normal/normal-4614.png,train,normal,unknown
data/raw/train/normal/normal-4848.jpg,data/processed/train/normal/normal-4848.png,train,normal,unknown
data/raw/train/normal/normal-1758.jpg,data/processed/train/normal/normal-1758.png,train,normal,unknown
data/raw/train/normal/normal-6594.jpg,data/processed/train/normal/normal-6594.png,train,normal,unknown
data/raw/train/normal/normal-7676.jpg,data/processed/train/normal/normal-7676.png,train,normal,unknown
data/raw/train/normal/normal-5642.jpg,data/processed/train/normal/normal-5642.png,train,normal,unknown
data/raw/train/normal/normal-4415.jpg,data/processed/train/normal/normal-4415.png,train,normal,unknown
data/raw/train/normal/normal-8019.jpg,data/processed/train/normal/normal-8019.png,train,normal,unknown
data/raw/train/normal/normal-2612.jpg,data/processed/train/normal/normal-2612.png,train,normal,unknown
data/raw/train/normal/normal-4855.jpg,data/processed/train/normal/normal-4855.png,train,normal,unknown
data/raw/train/normal/normal-1026.jpg,data/processed/train/normal/normal-1026.png,train,normal,unknown
data/raw/train/normal/normal-7415.jpg,data/processed/train/normal/normal-7415.png,train,normal,unknown
data/raw/train/normal/normal-6598.jpg,data/processed/train/normal/normal-6598.png,train,normal,unknown
data/raw/train/normal/normal-6512.jpg,data/processed/train/normal/normal-6512.png,train,normal,unknown
data/raw/train/normal/normal-1542.jpg,data/processed/train/normal/normal-1542.png,train,normal,unknown
data/raw/train/normal/normal-2106.jpg,data/processed/train/normal/normal-2106.png,train,normal,unknown
data/raw/train/normal/normal-3499.jpg,data/processed/train/normal/normal-3499.png,train,normal,unknown
data/raw/train/normal/normal-2810.jpg,data/processed/train/normal/normal-2810.png,train,normal,unknown
data/raw/train/normal/normal-1617.jpg,data/processed/train/normal/normal-1617.png,train,normal,unknown
data/raw/train/normal/normal-5792.jpg,data/processed/train/normal/normal-5792.png,train,normal,unknown
data/raw/train/normal/normal-7552.jpg,data/processed/train/normal/normal-7552.png,train,normal,unknown
data/raw/train/normal/normal-4445.jpg,data/processed/train/normal/normal-4445.png,train,normal,unknown
data/raw/train/normal/normal-4083.jpg,data/processed/train/normal/normal-4083.png,train,normal,unknown
data/raw/train/normal/normal-6671.jpg,data/processed/train/normal/normal-6671.png,train,normal,unknown
data/raw/train/normal/normal-6682.jpg,data/processed/train/normal/normal-6682.png,train,normal,unknown
data/raw/train/normal/normal-5812.jpg,data/processed/train/normal/normal-5812.png,train,normal,unknown
data/raw/train/normal/normal-7553.jpg,data/processed/train/normal/normal-7553.png,train,normal,unknown
data/raw/train/normal/normal-7662.jpg,data/processed/train/normal/normal-7662.png,train,normal,unknown
data/raw/train/normal/normal-8109.jpg,data/processed/train/normal/normal-8109.png,train,normal,unknown
data/raw/train/normal/normal-1498.jpg,data/processed/train/normal/normal-1498.png,train,normal,unknown
data/raw/train/normal/normal-4386.jpg,data/processed/train/normal/normal-4386.png,train,normal,unknown
data/raw/train/normal/normal-2240.jpg,data/processed/train/normal/normal-2240.png,train,normal,unknown
data/raw/train/normal/normal-7575.jpg,data/processed/train/normal/normal-7575.png,train,normal,unknown
data/raw/train/normal/normal-7760.jpg,data/processed/train/normal/normal-7760.png,train,normal,unknown
data/raw/train/normal/normal-1997.jpg,data/processed/train/normal/normal-1997.png,train,normal,unknown
data/raw/train/normal/normal-6649.jpg,data/processed/train/normal/normal-6649.png,train,normal,unknown
data/raw/train/normal/normal-6922.jpg,data/processed/train/normal/normal-6922.png,train,normal,unknown
data/raw/train/normal/normal-4556.jpg,data/processed/train/normal/normal-4556.png,train,normal,unknown
data/raw/train/normal/normal-2077.jpg,data/processed/train/normal/normal-2077.png,train,normal,unknown
data/raw/train/normal/normal-937.jpg,data/processed/train/normal/normal-937.png,train,normal,unknown
data/raw/train/normal/normal-6619.jpg,data/processed/train/normal/normal-6619.png,train,normal,unknown
data/raw/train/normal/normal-7877.jpg,data/processed/train/normal/normal-7877.png,train,normal,unknown
data/raw/train/normal/normal-5160.jpg,data/processed/train/normal/normal-5160.png,train,normal,unknown
data/raw/train/normal/normal-2377.jpg,data/processed/train/normal/normal-2377.png,train,normal,unknown
data/raw/train/normal/normal-5844.jpg,data/processed/train/normal/normal-5844.png,train,normal,unknown
data/raw/train/normal/normal-4039.jpg,data/processed/train/normal/normal-4039.png,train,normal,unknown
data/raw/train/normal/normal-6023.jpg,data/processed/train/normal/normal-6023.png,train,normal,unknown
data/raw/train/normal/normal-4404.jpg,data/processed/train/normal/normal-4404.png,train,normal,unknown
data/raw/train/normal/normal-1432.jpg,data/processed/train/normal/normal-1432.png,train,normal,unknown
data/raw/train/normal/normal-3144.jpg,data/processed/train/normal/normal-3144.png,train,normal,unknown
data/raw/train/normal/normal-1421.jpg,data/processed/train/normal/normal-1421.png,train,normal,unknown
data/raw/train/normal/normal-4513.jpg,data/processed/train/normal/normal-4513.png,train,normal,unknown
data/raw/train/normal/normal-6539.jpg,data/processed/train/normal/normal-6539.png,train,normal,unknown
data/raw/train/normal/normal-4753.jpg,data/processed/train/normal/normal-4753.png,train,normal,unknown
data/raw/train/normal/normal-6039.jpg,data/processed/train/normal/normal-6039.png,train,normal,unknown
data/raw/train/normal/normal-4091.jpg,data/processed/train/normal/normal-4091.png,train,normal,unknown
data/raw/train/normal/normal-6549.jpg,data/processed/train/normal/normal-6549.png,train,normal,unknown
data/raw/train/normal/normal-6004.jpg,data/processed/train/normal/normal-6004.png,train,normal,unknown
data/raw/train/normal/normal-4620.jpg,data/processed/train/normal/normal-4620.png,train,normal,unknown
data/raw/train/normal/normal-1003.jpg,data/processed/train/normal/normal-1003.png,train,normal,unknown
data/raw/train/normal/normal-7905.jpg,data/processed/train/normal/normal-7905.png,train,normal,unknown
data/raw/train/normal/normal-2266.jpg,data/processed/train/normal/normal-2266.png,train,normal,unknown
data/raw/train/normal/normal-7639.jpg,data/processed/train/normal/normal-7639.png,train,normal,unknown
data/raw/train/normal/normal-6134.jpg,data/processed/train/normal/normal-6134.png,train,normal,unknown
data/raw/train/normal/normal-5983.jpg,data/processed/train/normal/normal-5983.png,train,normal,unknown
data/raw/train/normal/normal-1336.jpg,data/processed/train/normal/normal-1336.png,train,normal,unknown
data/raw/train/normal/normal-4783.jpg,data/processed/train/normal/normal-4783.png,train,normal,unknown
data/raw/train/normal/normal-4204.jpg,data/processed/train/normal/normal-4204.png,train,normal,unknown
data/raw/train/normal/normal-5589.jpg,data/processed/train/normal/normal-5589.png,train,normal,unknown
data/raw/train/normal/normal-1759.jpg,data/processed/train/normal/normal-1759.png,train,normal,unknown
data/raw/train/normal/normal-7294.jpg,data/processed/train/normal/normal-7294.png,train,normal,unknown
data/raw/train/normal/normal-5658.jpg,data/processed/train/normal/normal-5658.png,train,normal,unknown
data/raw/train/normal/normal-7971.jpg,data/processed/train/normal/normal-7971.png,train,normal,unknown
data/raw/train/normal/normal-3011.jpg,data/processed/train/normal/normal-3011.png,train,normal,unknown
data/raw/train/normal/normal-2422.jpg,data/processed/train/normal/normal-2422.png,train,normal,unknown
data/raw/train/normal/normal-6775.jpg,data/processed/train/normal/normal-6775.png,train,normal,unknown
data/raw/train/normal/normal-3206.jpg,data/processed/train/normal/normal-3206.png,train,normal,unknown
data/raw/train/normal/normal-7197.jpg,data/processed/train/normal/normal-7197.png,train,normal,unknown
data/raw/train/normal/normal-5163.jpg,data/processed/train/normal/normal-5163.png,train,normal,unknown
data/raw/train/normal/normal-6158.jpg,data/processed/train/normal/normal-6158.png,train,normal,unknown
data/raw/train/normal/normal-5793.jpg,data/processed/train/normal/normal-5793.png,train,normal,unknown
data/raw/train/normal/normal-1395.jpg,data/processed/train/normal/normal-1395.png,train,normal,unknown
data/raw/train/normal/normal-7371.jpg,data/processed/train/normal/normal-7371.png,train,normal,unknown
data/raw/train/normal/normal-4464.jpg,data/processed/train/normal/normal-4464.png,train,normal,unknown
data/raw/train/normal/normal-2823.jpg,data/processed/train/normal/normal-2823.png,train,normal,unknown
data/raw/train/normal/normal-5015.jpg,data/processed/train/normal/normal-5015.png,train,normal,unknown
data/raw/train/normal/normal-5011.jpg,data/processed/train/normal/normal-5011.png,train,normal,unknown
data/raw/train/normal/normal-5765.jpg,data/processed/train/normal/normal-5765.png,train,normal,unknown
data/raw/train/normal/normal-4941.jpg,data/processed/train/normal/normal-4941.png,train,normal,unknown
data/raw/train/normal/normal-2971.jpg,data/processed/train/normal/normal-2971.png,train,normal,unknown
data/raw/train/normal/normal-6081.jpg,data/processed/train/normal/normal-6081.png,train,normal,unknown
data/raw/train/normal/normal-6786.jpg,data/processed/train/normal/normal-6786.png,train,normal,unknown
data/raw/train/normal/normal-6335.jpg,data/processed/train/normal/normal-6335.png,train,normal,unknown
data/raw/train/normal/normal-994.jpg,data/processed/train/normal/normal-994.png,train,normal,unknown
data/raw/train/normal/normal-1488.jpg,data/processed/train/normal/normal-1488.png,train,normal,unknown
data/raw/train/normal/normal-1062.jpg,data/processed/train/normal/normal-1062.png,train,normal,unknown
data/raw/train/normal/normal-5442.jpg,data/processed/train/normal/normal-5442.png,train,normal,unknown
data/raw/train/normal/normal-2844.jpg,data/processed/train/normal/normal-2844.png,train,normal,unknown
data/raw/train/normal/normal-984.jpg,data/processed/train/normal/normal-984.png,train,normal,unknown
data/raw/train/normal/normal-4947.jpg,data/processed/train/normal/normal-4947.png,train,normal,unknown
data/raw/train/normal/normal-3051.jpg,data/processed/train/normal/normal-3051.png,train,normal,unknown
data/raw/train/normal/normal-5534.jpg,data/processed/train/normal/normal-5534.png,train,normal,unknown
data/raw/train/normal/normal-3148.jpg,data/processed/train/normal/normal-3148.png,train,normal,unknown
data/raw/train/normal/normal-3408.jpg,data/processed/train/normal/normal-3408.png,train,normal,unknown
data/raw/train/normal/normal-5285.jpg,data/processed/train/normal/normal-5285.png,train,normal,unknown
data/raw/train/normal/normal-939.jpg,data/processed/train/normal/normal-939.png,train,normal,unknown
data/raw/train/normal/normal-3330.jpg,data/processed/train/normal/normal-3330.png,train,normal,unknown
data/raw/train/normal/normal-1915.jpg,data/processed/train/normal/normal-1915.png,train,normal,unknown
data/raw/train/normal/normal-6148.jpg,data/processed/train/normal/normal-6148.png,train,normal,unknown
data/raw/train/normal/normal-7969.jpg,data/processed/train/normal/normal-7969.png,train,normal,unknown
data/raw/train/normal/normal-2941.jpg,data/processed/train/normal/normal-2941.png,train,normal,unknown
data/raw/train/normal/normal-2490.jpg,data/processed/train/normal/normal-2490.png,train,normal,unknown
data/raw/train/normal/normal-6733.jpg,data/processed/train/normal/normal-6733.png,train,normal,unknown
data/raw/train/normal/normal-7183.jpg,data/processed/train/normal/normal-7183.png,train,normal,unknown
data/raw/train/normal/normal-6695.jpg,data/processed/train/normal/normal-6695.png,train,normal,unknown
data/raw/train/normal/normal-2376.jpg,data/processed/train/normal/normal-2376.png,train,normal,unknown
data/raw/train/normal/normal-3267.jpg,data/processed/train/normal/normal-3267.png,train,normal,unknown
data/raw/train/normal/normal-3576.jpg,data/processed/train/normal/normal-3576.png,train,normal,unknown
data/raw/train/normal/normal-6501.jpg,data/processed/train/normal/normal-6501.png,train,normal,unknown
data/raw/train/normal/normal-2053.jpg,data/processed/train/normal/normal-2053.png,train,normal,unknown
data/raw/train/normal/normal-1700.jpg,data/processed/train/normal/normal-1700.png,train,normal,unknown
data/raw/train/normal/normal-4457.jpg,data/processed/train/normal/normal-4457.png,train,normal,unknown
data/raw/train/normal/normal-6538.jpg,data/processed/train/normal/normal-6538.png,train,normal,unknown
data/raw/train/normal/normal-5394.jpg,data/processed/train/normal/normal-5394.png,train,normal,unknown
data/raw/train/normal/normal-7641.jpg,data/processed/train/normal/normal-7641.png,train,normal,unknown
data/raw/train/normal/normal-1243.jpg,data/processed/train/normal/normal-1243.png,train,normal,unknown
data/raw/train/normal/normal-1656.jpg,data/processed/train/normal/normal-1656.png,train,normal,unknown
data/raw/train/normal/normal-2914.jpg,data/processed/train/normal/normal-2914.png,train,normal,unknown
data/raw/train/normal/normal-2066.jpg,data/processed/train/normal/normal-2066.png,train,normal,unknown
data/raw/train/normal/normal-6423.jpg,data/processed/train/normal/normal-6423.png,train,normal,unknown
data/raw/train/normal/normal-7875.jpg,data/processed/train/normal/normal-7875.png,train,normal,unknown
data/raw/train/normal/normal-6923.jpg,data/processed/train/normal/normal-6923.png,train,normal,unknown
data/raw/train/normal/normal-6279.jpg,data/processed/train/normal/normal-6279.png,train,normal,unknown
data/raw/train/normal/normal-5083.jpg,data/processed/train/normal/normal-5083.png,train,normal,unknown
data/raw/train/normal/normal-2948.jpg,data/processed/train/normal/normal-2948.png,train,normal,unknown
data/raw/train/normal/normal-6323.jpg,data/processed/train/normal/normal-6323.png,train,normal,unknown
data/raw/train/normal/normal-6380.jpg,data/processed/train/normal/normal-6380.png,train,normal,unknown
data/raw/train/normal/normal-3843.jpg,data/processed/train/normal/normal-3843.png,train,normal,unknown
data/raw/train/normal/normal-2617.jpg,data/processed/train/normal/normal-2617.png,train,normal,unknown
data/raw/train/normal/normal-6843.jpg,data/processed/train/normal/normal-6843.png,train,normal,unknown
data/raw/train/normal/normal-7973.jpg,data/processed/train/normal/normal-7973.png,train,normal,unknown
data/raw/train/normal/normal-4835.jpg,data/processed/train/normal/normal-4835.png,train,normal,unknown
data/raw/train/normal/normal-4540.jpg,data/processed/train/normal/normal-4540.png,train,normal,unknown
data/raw/train/normal/normal-3630.jpg,data/processed/train/normal/normal-3630.png,train,normal,unknown
data/raw/train/normal/normal-5057.jpg,data/processed/train/normal/normal-5057.png,train,normal,unknown
data/raw/train/normal/normal-7851.jpg,data/processed/train/normal/normal-7851.png,train,normal,unknown
data/raw/train/normal/normal-2289.jpg,data/processed/train/normal/normal-2289.png,train,normal,unknown
data/raw/train/normal/normal-1518.jpg,data/processed/train/normal/normal-1518.png,train,normal,unknown
data/raw/train/normal/normal-2560.jpg,data/processed/train/normal/normal-2560.png,train,normal,unknown
data/raw/train/normal/normal-1969.jpg,data/processed/train/normal/normal-1969.png,train,normal,unknown
data/raw/train/normal/normal-2293.jpg,data/processed/train/normal/normal-2293.png,train,normal,unknown
data/raw/train/normal/normal-5412.jpg,data/processed/train/normal/normal-5412.png,train,normal,unknown
data/raw/train/normal/normal-6834.jpg,data/processed/train/normal/normal-6834.png,train,normal,unknown
data/raw/train/normal/normal-4662.jpg,data/processed/train/normal/normal-4662.png,train,normal,unknown
data/raw/train/normal/normal-3559.jpg,data/processed/train/normal/normal-3559.png,train,normal,unknown
data/raw/train/normal/normal-3920.jpg,data/processed/train/normal/normal-3920.png,train,normal,unknown
data/raw/train/normal/normal-6462.jpg,data/processed/train/normal/normal-6462.png,train,normal,unknown
data/raw/train/normal/normal-6938.jpg,data/processed/train/normal/normal-6938.png,train,normal,unknown
data/raw/train/normal/normal-7592.jpg,data/processed/train/normal/normal-7592.png,train,normal,unknown
data/raw/train/normal/normal-7683.jpg,data/processed/train/normal/normal-7683.png,train,normal,unknown
data/raw/train/normal/normal-8095.jpg,data/processed/train/normal/normal-8095.png,train,normal,unknown
data/raw/train/normal/normal-2408.jpg,data/processed/train/normal/normal-2408.png,train,normal,unknown
data/raw/train/normal/normal-4013.jpg,data/processed/train/normal/normal-4013.png,train,normal,unknown
data/raw/train/normal/normal-6948.jpg,data/processed/train/normal/normal-6948.png,train,normal,unknown
data/raw/train/normal/normal-7944.jpg,data/processed/train/normal/normal-7944.png,train,normal,unknown
data/raw/train/normal/normal-2731.jpg,data/processed/train/normal/normal-2731.png,train,normal,unknown
data/raw/train/normal/normal-1126.jpg,data/processed/train/normal/normal-1126.png,train,normal,unknown
data/raw/train/normal/normal-7442.jpg,data/processed/train/normal/normal-7442.png,train,normal,unknown
data/raw/train/normal/normal-6195.jpg,data/processed/train/normal/normal-6195.png,train,normal,unknown
data/raw/train/normal/normal-6278.jpg,data/processed/train/normal/normal-6278.png,train,normal,unknown
data/raw/train/normal/normal-1578.jpg,data/processed/train/normal/normal-1578.png,train,normal,unknown
data/raw/train/normal/normal-1863.jpg,data/processed/train/normal/normal-1863.png,train,normal,unknown
data/raw/train/normal/normal-2559.jpg,data/processed/train/normal/normal-2559.png,train,normal,unknown
data/raw/train/normal/normal-2500.jpg,data/processed/train/normal/normal-2500.png,train,normal,unknown
data/raw/train/normal/normal-7428.jpg,data/processed/train/normal/normal-7428.png,train,normal,unknown
data/raw/train/normal/normal-5631.jpg,data/processed/train/normal/normal-5631.png,train,normal,unknown
data/raw/train/normal/normal-1389.jpg,data/processed/train/normal/normal-1389.png,train,normal,unknown
data/raw/train/normal/normal-3919.jpg,data/processed/train/normal/normal-3919.png,train,normal,unknown
data/raw/train/normal/normal-7255.jpg,data/processed/train/normal/normal-7255.png,train,normal,unknown
data/raw/train/normal/normal-7653.jpg,data/processed/train/normal/normal-7653.png,train,normal,unknown
data/raw/train/normal/normal-6231.jpg,data/processed/train/normal/normal-6231.png,train,normal,unknown
data/raw/train/normal/normal-5681.jpg,data/processed/train/normal/normal-5681.png,train,normal,unknown
data/raw/train/normal/normal-8150.jpg,data/processed/train/normal/normal-8150.png,train,normal,unknown
data/raw/train/normal/normal-6875.jpg,data/processed/train/normal/normal-6875.png,train,normal,unknown
data/raw/train/normal/normal-5514.jpg,data/processed/train/normal/normal-5514.png,train,normal,unknown
data/raw/train/normal/normal-6531.jpg,data/processed/train/normal/normal-6531.png,train,normal,unknown
data/raw/train/normal/normal-6434.jpg,data/processed/train/normal/normal-6434.png,train,normal,unknown
data/raw/train/normal/normal-6220.jpg,data/processed/train/normal/normal-6220.png,train,normal,unknown
data/raw/train/normal/normal-6453.jpg,data/processed/train/normal/normal-6453.png,train,normal,unknown
data/raw/train/normal/normal-5178.jpg,data/processed/train/normal/normal-5178.png,train,normal,unknown
data/raw/train/normal/normal-4375.jpg,data/processed/train/normal/normal-4375.png,train,normal,unknown
data/raw/train/normal/normal-2611.jpg,data/processed/train/normal/normal-2611.png,train,normal,unknown
data/raw/train/normal/normal-3732.jpg,data/processed/train/normal/normal-3732.png,train,normal,unknown
data/raw/train/normal/normal-3500.jpg,data/processed/train/normal/normal-3500.png,train,normal,unknown
data/raw/train/normal/normal-7088.jpg,data/processed/train/normal/normal-7088.png,train,normal,unknown
data/raw/train/normal/normal-5365.jpg,data/processed/train/normal/normal-5365.png,train,normal,unknown
data/raw/train/normal/normal-6143.jpg,data/processed/train/normal/normal-6143.png,train,normal,unknown
data/raw/train/normal/normal-5018.jpg,data/processed/train/normal/normal-5018.png,train,normal,unknown
data/raw/train/normal/normal-6600.jpg,data/processed/train/normal/normal-6600.png,train,normal,unknown
data/raw/train/normal/normal-2473.jpg,data/processed/train/normal/normal-2473.png,train,normal,unknown
data/raw/train/normal/normal-5539.jpg,data/processed/train/normal/normal-5539.png,train,normal,unknown
data/raw/train/normal/normal-1745.jpg,data/processed/train/normal/normal-1745.png,train,normal,unknown
data/raw/train/normal/normal-4320.jpg,data/processed/train/normal/normal-4320.png,train,normal,unknown
data/raw/train/normal/normal-4449.jpg,data/processed/train/normal/normal-4449.png,train,normal,unknown
data/raw/train/normal/normal-1159.jpg,data/processed/train/normal/normal-1159.png,train,normal,unknown
data/raw/train/normal/normal-3796.jpg,data/processed/train/normal/normal-3796.png,train,normal,unknown
data/raw/train/normal/normal-3004.jpg,data/processed/train/normal/normal-3004.png,train,normal,unknown
data/raw/train/normal/normal-2921.jpg,data/processed/train/normal/normal-2921.png,train,normal,unknown
data/raw/train/normal/normal-6613.jpg,data/processed/train/normal/normal-6613.png,train,normal,unknown
data/raw/train/normal/normal-1926.jpg,data/processed/train/normal/normal-1926.png,train,normal,unknown
data/raw/train/normal/normal-5211.jpg,data/processed/train/normal/normal-5211.png,train,normal,unknown
data/raw/train/normal/normal-4488.jpg,data/processed/train/normal/normal-4488.png,train,normal,unknown
data/raw/train/normal/normal-3672.jpg,data/processed/train/normal/normal-3672.png,train,normal,unknown
data/raw/train/normal/normal-3382.jpg,data/processed/train/normal/normal-3382.png,train,normal,unknown
data/raw/train/normal/normal-4717.jpg,data/processed/train/normal/normal-4717.png,train,normal,unknown
data/raw/train/normal/normal-1014.jpg,data/processed/train/normal/normal-1014.png,train,normal,unknown
data/raw/train/normal/normal-2552.jpg,data/processed/train/normal/normal-2552.png,train,normal,unknown
data/raw/train/normal/normal-5359.jpg,data/processed/train/normal/normal-5359.png,train,normal,unknown
data/raw/train/normal/normal-7348.jpg,data/processed/train/normal/normal-7348.png,train,normal,unknown
data/raw/train/normal/normal-1423.jpg,data/processed/train/normal/normal-1423.png,train,normal,unknown
data/raw/train/normal/normal-1276.jpg,data/processed/train/normal/normal-1276.png,train,normal,unknown
data/raw/train/normal/normal-4413.jpg,data/processed/train/normal/normal-4413.png,train,normal,unknown
data/raw/train/normal/normal-3750.jpg,data/processed/train/normal/normal-3750.png,train,normal,unknown
data/raw/train/normal/normal-3830.jpg,data/processed/train/normal/normal-3830.png,train,normal,unknown
data/raw/train/normal/normal-5019.jpg,data/processed/train/normal/normal-5019.png,train,normal,unknown
data/raw/train/normal/normal-5773.jpg,data/processed/train/normal/normal-5773.png,train,normal,unknown
data/raw/train/normal/normal-2738.jpg,data/processed/train/normal/normal-2738.png,train,normal,unknown
data/raw/train/normal/normal-3738.jpg,data/processed/train/normal/normal-3738.png,train,normal,unknown
data/raw/train/normal/normal-3569.jpg,data/processed/train/normal/normal-3569.png,train,normal,unknown
